train_loss,train_acc,val_loss,val_acc,learning_rates
0.512978131766431,77.685546875,0.2719420029812555,88.82554161915621,0.001
0.3611599433934316,85.0830078125,0.20960876270873788,91.56214367160776,0.001
0.32657269813353196,86.279296875,0.2089189210632644,91.9042189281642,0.001
0.3065792478155345,87.5732421875,0.19348058821537883,92.8164196123147,0.001
0.2965398500091396,87.8173828125,0.27415400311911525,89.73774230330673,0.001
0.30069152812939137,87.8662109375,0.17243509827141343,93.5005701254276,0.001
0.2861391226761043,88.232421875,0.15826488695528992,94.4127708095781,0.001
0.2866995834046975,88.232421875,0.18884610426543172,93.15849486887114,0.001
0.2708972913969774,88.96484375,0.16136735580870065,94.64082098061573,0.001
0.2657134709879756,89.4287109375,0.19709510569425645,91.79019384264538,0.001
0.27259704656898975,88.9892578125,0.18437808300097694,93.6145952109464,0.0005
0.24195055203745142,90.2587890625,0.14381847903344827,95.32497149372863,0.0005
0.22730237303767353,90.869140625,0.18661192557779793,92.36031927023946,0.0005
0.2229854489560239,91.259765625,0.1795307559172539,93.04446978335234,0.0005
0.2334706385154277,90.7470703125,0.15924988073661092,94.98289623717218,0.0005
0.24537671491270885,90.1123046875,0.17333989997342347,93.38654503990878,0.00025
0.21946773416129872,91.2109375,0.14050759611908292,95.89509692132269,0.00025
0.21705913334153593,91.748046875,0.13607634836117585,95.43899657924743,0.00025
0.20671531805419363,91.9677734375,0.1366943304374933,95.43899657924743,0.00025
0.21457466066931374,91.4306640625,0.1490384914159367,95.21094640820981,0.00025
