train_loss,train_acc,val_loss,val_acc,learning_rates
0.5336337694898248,73.7060546875,0.524921149117373,79.81755986316989,0.001
0.4192027795361355,79.541015625,0.3596929964888735,83.58038768529076,0.001
0.37298652448225766,83.3251953125,0.43207769143472646,78.10718358038768,0.001
0.34602036350406706,84.3017578125,0.2524777808170362,89.39566704675029,0.001
0.3249282264150679,85.5712890625,0.3415219868398447,83.12428734321551,0.001
0.3207192149711773,86.328125,0.8298435062339939,59.749144811858606,0.001
0.32462946488521993,85.83984375,0.23938183393860352,89.96579247434435,0.001
0.3085283451946452,86.8896484375,0.2853346704298305,87.9133409350057,0.001
0.3027367746690288,87.5,0.1848527466370687,93.04446978335234,0.001
0.2815660352935083,88.330078125,0.46957542635967686,76.28278221208666,0.001
0.28861394902924076,87.8662109375,0.2177472975160268,91.1060433295325,0.001
0.2820187753532082,88.427734375,0.21692337074923407,91.22006841505132,0.001
0.2677896509412676,89.013671875,0.19653578663293692,92.36031927023946,0.0005
0.26147964550182223,89.3310546875,0.19627224185005968,91.79019384264538,0.0005
0.2601284660631791,89.599609375,0.2033794406278987,92.13226909920182,0.0005
0.24508220865391195,89.6240234375,0.18853802771701508,92.7023945267959,0.0005
